模型,策略,预见期,params,std_test_score,rank_test_score,mean_test_RMSE
ANN,多输出预测,6,"{'alpha': 1e-05, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0005}",0.11198157607448052,15,0.7233842220376768
ANN,多输出预测,6,"{'alpha': 0.01, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001}",0.12502381986828373,16,0.7243800113447589
ANN,多输出预测,6,"{'alpha': 1e-05, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.001}",0.12427811454112721,17,0.727843005431915
ANN,多输出预测,6,"{'alpha': 1e-05, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001}",0.12845024750267664,18,0.7278450786459049
ANN,多输出预测,6,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001}",0.1282037075443396,19,0.7279262665092099
ANN,多输出预测,6,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0005}",0.10937831358378973,20,0.7287544110701977
ANN,多输出预测,6,"{'alpha': 1e-05, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.01}",0.10916222936076952,21,0.7303965431304543
ANN,多输出预测,6,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.01}",0.159898915836872,22,0.7338799115261235
ANN,多输出预测,6,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.001}",0.10792874954346188,23,0.7346121162003308
ANN,多输出预测,6,"{'alpha': 0.01, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0005}",0.11467636428458586,24,0.7355410595194781
ANN,多输出预测,6,"{'alpha': 1e-05, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.01}",0.1595905814373147,25,0.7372691004463575
ANN,多输出预测,6,"{'alpha': 0.01, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.01}",0.1219743373097077,26,0.7382378817986209
ANN,多输出预测,6,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.01}",0.16449637888548113,27,0.7388982344369235
ANN,多输出预测,6,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.001}",0.10231312841246705,28,0.7391263684008474
ANN,多输出预测,6,"{'alpha': 1e-05, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.001}",0.10200017603614588,29,0.7401399223520855
ANN,多输出预测,6,"{'alpha': 0.01, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001}",0.12383033383708356,30,0.7451149024470286
ANN,多输出预测,6,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001}",0.13024393906344606,31,0.7542824840750951
ANN,多输出预测,6,"{'alpha': 1e-05, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001}",0.12734276950100706,32,0.7576767998275032
ANN,多输出预测,6,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.01}",0.12219334395563104,33,0.7612359086415476
ANN,多输出预测,6,"{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",0.14242662449802285,34,0.7703749786609061
ANN,多输出预测,6,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",0.15502617509443062,35,0.7810162662964572
ANN,多输出预测,6,"{'alpha': 1e-05, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",0.1625990931311015,36,0.7833746551168574
ANN,多输出预测,7,"{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.0005}",0.09608817744461723,1,0.6624160887742937
ANN,多输出预测,7,"{'alpha': 1e-05, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.0005}",0.09643765266882823,2,0.6633785879031392
ANN,多输出预测,7,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.0005}",0.09669432206953793,3,0.6636200829677218
ANN,多输出预测,7,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.0005}",0.10080099556506625,4,0.6988947785153611
ANN,多输出预测,7,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.0005}",0.10256002024119548,5,0.7086170423708849
ANN,多输出预测,7,"{'alpha': 1e-05, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.0005}",0.10552243305092109,6,0.7111168855415011
ANN,多输出预测,7,"{'alpha': 0.01, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0005}",0.10962628299019608,7,0.7127429472453112
ANN,多输出预测,7,"{'alpha': 0.01, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.01}",0.13295098814100523,8,0.7136830174630365
ANN,多输出预测,7,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0005}",0.1113394902440479,9,0.714541042307045
ANN,多输出预测,7,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.01}",0.10578737833616553,10,0.7168485268114543
ANN,多输出预测,7,"{'alpha': 1e-05, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.0005}",0.1111701094897125,11,0.7189623232817292
ANN,多输出预测,7,"{'alpha': 1e-05, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.01}",0.1227064283419135,12,0.7189747243432062
ANN,多输出预测,7,"{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.001}",0.12186710979850535,13,0.7225870829365952
ANN,多输出预测,7,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.001}",0.12147798617543046,14,0.7227854223893028
ANN,多输出预测,7,"{'alpha': 1e-05, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0005}",0.11198157607448052,15,0.7233842220376768
ANN,多输出预测,7,"{'alpha': 0.01, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001}",0.12502381986828373,16,0.7243800113447589
ANN,多输出预测,7,"{'alpha': 1e-05, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.001}",0.12427811454112721,17,0.727843005431915
ANN,多输出预测,7,"{'alpha': 1e-05, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001}",0.12845024750267664,18,0.7278450786459049
ANN,多输出预测,7,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001}",0.1282037075443396,19,0.7279262665092099
ANN,多输出预测,7,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0005}",0.10937831358378973,20,0.7287544110701977
ANN,多输出预测,7,"{'alpha': 1e-05, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.01}",0.10916222936076952,21,0.7303965431304543
ANN,多输出预测,7,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.01}",0.159898915836872,22,0.7338799115261235
ANN,多输出预测,7,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.001}",0.10792874954346188,23,0.7346121162003308
ANN,多输出预测,7,"{'alpha': 0.01, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.0005}",0.11467636428458586,24,0.7355410595194781
ANN,多输出预测,7,"{'alpha': 1e-05, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.01}",0.1595905814373147,25,0.7372691004463575
ANN,多输出预测,7,"{'alpha': 0.01, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.01}",0.1219743373097077,26,0.7382378817986209
ANN,多输出预测,7,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.01}",0.16449637888548113,27,0.7388982344369235
ANN,多输出预测,7,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.001}",0.10231312841246705,28,0.7391263684008474
ANN,多输出预测,7,"{'alpha': 1e-05, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.001}",0.10200017603614588,29,0.7401399223520855
ANN,多输出预测,7,"{'alpha': 0.01, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001}",0.12383033383708356,30,0.7451149024470286
ANN,多输出预测,7,"{'alpha': 0.0001, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001}",0.13024393906344606,31,0.7542824840750951
ANN,多输出预测,7,"{'alpha': 1e-05, 'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001}",0.12734276950100706,32,0.7576767998275032
ANN,多输出预测,7,"{'alpha': 0.0001, 'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.01}",0.12219334395563104,33,0.7612359086415476
ANN,多输出预测,7,"{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",0.14242662449802285,34,0.7703749786609061
ANN,多输出预测,7,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",0.15502617509443062,35,0.7810162662964572
ANN,多输出预测,7,"{'alpha': 1e-05, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",0.1625990931311015,36,0.7833746551168574
RF,多步直接预测,1,"{'max_depth': 10, 'min_samples_leaf': 5, 'n_estimators': 500}",0.03371531576202748,1,0.3531102875157736
RF,多步直接预测,1,"{'max_depth': 12, 'min_samples_leaf': 5, 'n_estimators': 500}",0.03307565655846211,2,0.35315632351430315
RF,多步直接预测,1,"{'max_depth': 15, 'min_samples_leaf': 5, 'n_estimators': 500}",0.03312796847968538,3,0.3531845673557104
RF,多步直接预测,1,"{'max_depth': None, 'min_samples_leaf': 5, 'n_estimators': 500}",0.033300389271554806,4,0.353306563890967
RF,多步直接预测,1,"{'max_depth': 20, 'min_samples_leaf': 5, 'n_estimators': 500}",0.033300389271554855,4,0.353306563890967
RF,多步直接预测,1,"{'max_depth': 25, 'min_samples_leaf': 5, 'n_estimators': 500}",0.033300389271554875,4,0.353306563890967
RF,多步直接预测,1,"{'max_depth': 10, 'min_samples_leaf': 5, 'n_estimators': 400}",0.03302695338317885,7,0.35348624681772484
RF,多步直接预测,1,"{'max_depth': 12, 'min_samples_leaf': 5, 'n_estimators': 200}",0.03303905343366202,8,0.35351948795024096
RF,多步直接预测,1,"{'max_depth': 15, 'min_samples_leaf': 5, 'n_estimators': 200}",0.03309487757865413,9,0.35355656568613797
RF,多步直接预测,1,"{'max_depth': 20, 'min_samples_leaf': 5, 'n_estimators': 200}",0.03323425046787365,10,0.35365524405620447
RF,多步直接预测,1,"{'max_depth': 25, 'min_samples_leaf': 5, 'n_estimators': 200}",0.03323425046787365,10,0.35365524405620447
RF,多步直接预测,1,"{'max_depth': None, 'min_samples_leaf': 5, 'n_estimators': 200}",0.03323425046787365,10,0.35365524405620447
RF,多步直接预测,1,"{'max_depth': 12, 'min_samples_leaf': 5, 'n_estimators': 400}",0.03296644969386023,13,0.3537164739301
RF,多步直接预测,1,"{'max_depth': 10, 'min_samples_leaf': 5, 'n_estimators': 300}",0.032804168818247326,14,0.3539193751358168
RF,多步直接预测,1,"{'max_depth': 15, 'min_samples_leaf': 5, 'n_estimators': 400}",0.03329180178939624,15,0.3539546013596612
RF,多步直接预测,1,"{'max_depth': None, 'min_samples_leaf': 5, 'n_estimators': 400}",0.03342023300658327,16,0.3540454574486816
RF,多步直接预测,1,"{'max_depth': 20, 'min_samples_leaf': 5, 'n_estimators': 400}",0.03342023300658327,16,0.3540454574486816
RF,多步直接预测,1,"{'max_depth': 25, 'min_samples_leaf': 5, 'n_estimators': 400}",0.033420233006583255,16,0.3540454574486816
RF,多步直接预测,1,"{'max_depth': 10, 'min_samples_leaf': 5, 'n_estimators': 200}",0.033813356525867554,19,0.3542026199997322
RF,多步直接预测,1,"{'max_depth': 12, 'min_samples_leaf': 5, 'n_estimators': 300}",0.033091561633794786,20,0.35432853964050576
RF,多步直接预测,1,"{'max_depth': 15, 'min_samples_leaf': 5, 'n_estimators': 300}",0.033214193472167,21,0.35448962237591175
RF,多步直接预测,1,"{'max_depth': 25, 'min_samples_leaf': 5, 'n_estimators': 300}",0.0333855377936767,22,0.3546108942877084
RF,多步直接预测,1,"{'max_depth': 20, 'min_samples_leaf': 5, 'n_estimators': 300}",0.0333855377936767,22,0.3546108942877084
RF,多步直接预测,1,"{'max_depth': None, 'min_samples_leaf': 5, 'n_estimators': 300}",0.0333855377936767,22,0.3546108942877084
RF,多步直接预测,1,"{'max_depth': 10, 'min_samples_leaf': 3, 'n_estimators': 200}",0.029255850286999046,25,0.3554647942182156
RF,多步直接预测,1,"{'max_depth': 12, 'min_samples_leaf': 3, 'n_estimators': 500}",0.028627940089126083,26,0.3555216694589764
RF,多步直接预测,1,"{'max_depth': None, 'min_samples_leaf': 3, 'n_estimators': 200}",0.02877715689528395,27,0.3556578501682191
RF,多步直接预测,1,"{'max_depth': 25, 'min_samples_leaf': 3, 'n_estimators': 200}",0.02877715689528394,27,0.3556578501682191
RF,多步直接预测,1,"{'max_depth': 20, 'min_samples_leaf': 3, 'n_estimators': 200}",0.02877715689528395,27,0.3556578501682191
RF,多步直接预测,1,"{'max_depth': 12, 'min_samples_leaf': 3, 'n_estimators': 400}",0.02822765449039989,30,0.3557169354165068
RF,多步直接预测,1,"{'max_depth': 12, 'min_samples_leaf': 3, 'n_estimators': 200}",0.02851615974601817,31,0.35572943293002607
RF,多步直接预测,1,"{'max_depth': 15, 'min_samples_leaf': 3, 'n_estimators': 500}",0.028588683708101952,32,0.355737391720986
RF,多步直接预测,1,"{'max_depth': 15, 'min_samples_leaf': 3, 'n_estimators': 200}",0.02890583803253908,33,0.3558340895303282
RF,多步直接预测,1,"{'max_depth': 10, 'min_samples_leaf': 3, 'n_estimators': 500}",0.029074547914957043,34,0.3559209345724317
RF,多步直接预测,1,"{'max_depth': 25, 'min_samples_leaf': 3, 'n_estimators': 500}",0.028665793675728905,35,0.35605470843099557
RF,多步直接预测,1,"{'max_depth': 20, 'min_samples_leaf': 3, 'n_estimators': 500}",0.028665793675728905,35,0.35605470843099557
RF,多步直接预测,1,"{'max_depth': None, 'min_samples_leaf': 3, 'n_estimators': 500}",0.028665793675728905,35,0.35605470843099557
RF,多步直接预测,1,"{'max_depth': 15, 'min_samples_leaf': 3, 'n_estimators': 400}",0.028127481301810926,38,0.3562998364769177
RF,多步直接预测,1,"{'max_depth': 12, 'min_samples_leaf': 3, 'n_estimators': 300}",0.028030848364581154,39,0.35645230151276214
RF,多步直接预测,1,"{'max_depth': 10, 'min_samples_leaf': 3, 'n_estimators': 400}",0.0285308326106146,40,0.35646121830893934
RF,多步直接预测,1,"{'max_depth': None, 'min_samples_leaf': 3, 'n_estimators': 400}",0.028260624567689692,41,0.35654572825852676
RF,多步直接预测,1,"{'max_depth': 25, 'min_samples_leaf': 3, 'n_estimators': 400}",0.02826062456768968,41,0.35654572825852676
RF,多步直接预测,1,"{'max_depth': 20, 'min_samples_leaf': 3, 'n_estimators': 400}",0.02826062456768968,41,0.35654572825852676
RF,多步直接预测,1,"{'max_depth': 15, 'min_samples_leaf': 3, 'n_estimators': 300}",0.027674614856482996,44,0.3568200155580971
RF,多步直接预测,1,"{'max_depth': 25, 'min_samples_leaf': 3, 'n_estimators': 300}",0.027750669362508137,45,0.3569849316608727
RF,多步直接预测,1,"{'max_depth': None, 'min_samples_leaf': 3, 'n_estimators': 300}",0.027750669362508147,45,0.3569849316608727
RF,多步直接预测,1,"{'max_depth': 20, 'min_samples_leaf': 3, 'n_estimators': 300}",0.027750669362508112,45,0.3569849316608727
RF,多步直接预测,1,"{'max_depth': 10, 'min_samples_leaf': 3, 'n_estimators': 300}",0.028231443504309454,48,0.3580589718292582
RF,多步直接预测,1,"{'max_depth': 12, 'min_samples_leaf': 1, 'n_estimators': 200}",0.024111336512372364,49,0.3766743414141729
RF,多步直接预测,1,"{'max_depth': 20, 'min_samples_leaf': 1, 'n_estimators': 200}",0.023271743778400182,50,0.37718005551285283
RF,多步直接预测,1,"{'max_depth': 10, 'min_samples_leaf': 1, 'n_estimators': 200}",0.025617018617170893,51,0.37745493061987695
RF,多步直接预测,1,"{'max_depth': 25, 'min_samples_leaf': 1, 'n_estimators': 200}",0.021856727618017092,52,0.37753728089019783
RF,多步直接预测,1,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 200}",0.02193180689017906,53,0.3776260474397493
RF,多步直接预测,1,"{'max_depth': 15, 'min_samples_leaf': 1, 'n_estimators': 200}",0.023748148616147765,54,0.37786413966815374
RF,多步直接预测,1,"{'max_depth': 20, 'min_samples_leaf': 1, 'n_estimators': 500}",0.024877886581695905,55,0.3787501184920772
RF,多步直接预测,1,"{'max_depth': 12, 'min_samples_leaf': 1, 'n_estimators': 400}",0.024531584738172057,56,0.3789651721233886
RF,多步直接预测,1,"{'max_depth': 10, 'min_samples_leaf': 1, 'n_estimators': 500}",0.026907014713058112,57,0.3790339283107877
RF,多步直接预测,1,"{'max_depth': 12, 'min_samples_leaf': 1, 'n_estimators': 500}",0.024952508269613413,58,0.3790830617353503
RF,多步直接预测,1,"{'max_depth': 25, 'min_samples_leaf': 1, 'n_estimators': 500}",0.02468015278576196,59,0.3792340386063895
RF,多步直接预测,1,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 500}",0.02468934622462347,60,0.3792871102558925
RF,多步直接预测,1,"{'max_depth': 15, 'min_samples_leaf': 1, 'n_estimators': 500}",0.02415305496377166,61,0.3793336655631084
RF,多步直接预测,1,"{'max_depth': 20, 'min_samples_leaf': 1, 'n_estimators': 400}",0.025002895405168132,62,0.37949037429858506
RF,多步直接预测,1,"{'max_depth': 10, 'min_samples_leaf': 1, 'n_estimators': 400}",0.02763079158251476,63,0.37959059143547225
RF,多步直接预测,1,"{'max_depth': 12, 'min_samples_leaf': 1, 'n_estimators': 300}",0.025268825837936663,64,0.37963515406003046
RF,多步直接预测,1,"{'max_depth': 25, 'min_samples_leaf': 1, 'n_estimators': 400}",0.024608626513881685,65,0.37976428273678375
RF,多步直接预测,1,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 400}",0.024644109767903356,66,0.3798195484969826
RF,多步直接预测,1,"{'max_depth': 15, 'min_samples_leaf': 1, 'n_estimators': 400}",0.024466491664724213,67,0.3799279785498053
RF,多步直接预测,1,"{'max_depth': 10, 'min_samples_leaf': 1, 'n_estimators': 300}",0.029069444962368244,68,0.3801310542170131
RF,多步直接预测,1,"{'max_depth': 20, 'min_samples_leaf': 1, 'n_estimators': 300}",0.025494979370171682,69,0.3810327934838969
RF,多步直接预测,1,"{'max_depth': 15, 'min_samples_leaf': 1, 'n_estimators': 300}",0.02528123355256879,70,0.38113187569283663
RF,多步直接预测,1,"{'max_depth': 25, 'min_samples_leaf': 1, 'n_estimators': 300}",0.024212530803589895,71,0.3811598240814977
RF,多步直接预测,1,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 300}",0.02425791584766846,72,0.38123643101531296
RF,多步直接预测,2,"{'max_depth': 12, 'min_samples_leaf': 5, 'n_estimators': 200}",0.035133095456084396,1,0.4671932264700817
RF,多步直接预测,2,"{'max_depth': None, 'min_samples_leaf': 5, 'n_estimators': 300}",0.035626368237976415,2,0.4673024390904457
RF,多步直接预测,2,"{'max_depth': 20, 'min_samples_leaf': 5, 'n_estimators': 300}",0.03562636823797641,2,0.4673024390904457
RF,多步直接预测,2,"{'max_depth': 25, 'min_samples_leaf': 5, 'n_estimators': 300}",0.035626368237976415,2,0.4673024390904457
RF,多步直接预测,2,"{'max_depth': 12, 'min_samples_leaf': 5, 'n_estimators': 300}",0.03535427086230867,5,0.4673195339825477
RF,多步直接预测,2,"{'max_depth': 15, 'min_samples_leaf': 5, 'n_estimators': 300}",0.03588831522838152,6,0.46747181784490205
RF,多步直接预测,2,"{'max_depth': 12, 'min_samples_leaf': 5, 'n_estimators': 400}",0.035691152273583514,7,0.46748122539552317
RF,多步直接预测,2,"{'max_depth': 20, 'min_samples_leaf': 5, 'n_estimators': 400}",0.03613162472698947,8,0.46763768390316934
RF,多步直接预测,2,"{'max_depth': 25, 'min_samples_leaf': 5, 'n_estimators': 400}",0.03613162472698947,8,0.46763768390316934
RF,多步直接预测,2,"{'max_depth': None, 'min_samples_leaf': 5, 'n_estimators': 400}",0.03613162472698949,8,0.46763768390316934
RF,多步直接预测,2,"{'max_depth': 15, 'min_samples_leaf': 5, 'n_estimators': 400}",0.03626783638673281,11,0.46772089900932484
RF,多步直接预测,2,"{'max_depth': 10, 'min_samples_leaf': 5, 'n_estimators': 200}",0.034541467619195916,12,0.4678685485599372
RF,多步直接预测,2,"{'max_depth': 20, 'min_samples_leaf': 5, 'n_estimators': 200}",0.036198994013237354,13,0.46802946694254716
RF,多步直接预测,2,"{'max_depth': 25, 'min_samples_leaf': 5, 'n_estimators': 200}",0.03619899401323737,13,0.46802946694254716
RF,多步直接预测,2,"{'max_depth': None, 'min_samples_leaf': 5, 'n_estimators': 200}",0.03619899401323733,13,0.46802946694254716
RF,多步直接预测,2,"{'max_depth': 15, 'min_samples_leaf': 5, 'n_estimators': 200}",0.036447055447788756,16,0.4682063843986522
RF,多步直接预测,2,"{'max_depth': 10, 'min_samples_leaf': 5, 'n_estimators': 300}",0.0352343095668107,17,0.46828797950180423
RF,多步直接预测,2,"{'max_depth': 10, 'min_samples_leaf': 5, 'n_estimators': 400}",0.03566209564172019,18,0.4682966845145133
RF,多步直接预测,2,"{'max_depth': 12, 'min_samples_leaf': 5, 'n_estimators': 500}",0.03497410362696308,19,0.4684842846680673
RF,多步直接预测,2,"{'max_depth': None, 'min_samples_leaf': 5, 'n_estimators': 500}",0.035338883578523696,20,0.4685786232545805
RF,多步直接预测,2,"{'max_depth': 25, 'min_samples_leaf': 5, 'n_estimators': 500}",0.0353388835785237,20,0.4685786232545805
RF,多步直接预测,2,"{'max_depth': 20, 'min_samples_leaf': 5, 'n_estimators': 500}",0.0353388835785237,20,0.4685786232545805
RF,多步直接预测,2,"{'max_depth': 15, 'min_samples_leaf': 5, 'n_estimators': 500}",0.03550817650286132,23,0.4686892401100162
RF,多步直接预测,2,"{'max_depth': 10, 'min_samples_leaf': 5, 'n_estimators': 500}",0.035616262613464345,24,0.46938482456699443
RF,多步直接预测,2,"{'max_depth': 10, 'min_samples_leaf': 3, 'n_estimators': 300}",0.030027042232716544,25,0.48200532727551604
RF,多步直接预测,2,"{'max_depth': 10, 'min_samples_leaf': 3, 'n_estimators': 200}",0.029491900825550352,26,0.4824884274415287
RF,多步直接预测,2,"{'max_depth': 12, 'min_samples_leaf': 3, 'n_estimators': 300}",0.028802106235084158,27,0.4828405351510138
RF,多步直接预测,2,"{'max_depth': 10, 'min_samples_leaf': 3, 'n_estimators': 400}",0.02920869067604581,28,0.4832607579151027
RF,多步直接预测,2,"{'max_depth': 12, 'min_samples_leaf': 3, 'n_estimators': 200}",0.028068777486526596,29,0.4833075573680274
RF,多步直接预测,2,"{'max_depth': 20, 'min_samples_leaf': 3, 'n_estimators': 300}",0.0297617064973651,30,0.483534561900266
RF,多步直接预测,2,"{'max_depth': None, 'min_samples_leaf': 3, 'n_estimators': 300}",0.029799762468568407,31,0.48357023229621204
RF,多步直接预测,2,"{'max_depth': 25, 'min_samples_leaf': 3, 'n_estimators': 300}",0.029799762468568407,31,0.48357023229621204
RF,多步直接预测,2,"{'max_depth': 25, 'min_samples_leaf': 3, 'n_estimators': 400}",0.029990370801321258,33,0.48370084301316013
RF,多步直接预测,2,"{'max_depth': None, 'min_samples_leaf': 3, 'n_estimators': 400}",0.02999037080132129,33,0.48370084301316013
RF,多步直接预测,2,"{'max_depth': 20, 'min_samples_leaf': 3, 'n_estimators': 400}",0.03009037261816727,35,0.48379990911731047
RF,多步直接预测,2,"{'max_depth': 12, 'min_samples_leaf': 3, 'n_estimators': 400}",0.029342538642352072,36,0.48394095334875326
RF,多步直接预测,2,"{'max_depth': 15, 'min_samples_leaf': 3, 'n_estimators': 300}",0.030225894031745096,37,0.48415972789538914
RF,多步直接预测,2,"{'max_depth': 10, 'min_samples_leaf': 3, 'n_estimators': 500}",0.02918843596394858,38,0.48440433342550815
RF,多步直接预测,2,"{'max_depth': 15, 'min_samples_leaf': 3, 'n_estimators': 400}",0.030701415667814518,39,0.4847287565879117
RF,多步直接预测,2,"{'max_depth': None, 'min_samples_leaf': 3, 'n_estimators': 500}",0.030451429773940233,40,0.48535539202862443
RF,多步直接预测,2,"{'max_depth': 25, 'min_samples_leaf': 3, 'n_estimators': 500}",0.030451429773940233,40,0.48535539202862443
RF,多步直接预测,2,"{'max_depth': 20, 'min_samples_leaf': 3, 'n_estimators': 500}",0.030527182246,42,0.48543438957724305
RF,多步直接预测,2,"{'max_depth': 12, 'min_samples_leaf': 3, 'n_estimators': 500}",0.029975445413378658,43,0.48549418170640196
RF,多步直接预测,2,"{'max_depth': 20, 'min_samples_leaf': 3, 'n_estimators': 200}",0.029155591963446123,44,0.48581705270369224
RF,多步直接预测,2,"{'max_depth': 25, 'min_samples_leaf': 3, 'n_estimators': 200}",0.029209534291524553,45,0.4858653261609523
RF,多步直接预测,2,"{'max_depth': None, 'min_samples_leaf': 3, 'n_estimators': 200}",0.029209534291524553,45,0.4858653261609523
RF,多步直接预测,2,"{'max_depth': 15, 'min_samples_leaf': 3, 'n_estimators': 200}",0.030042811347193363,47,0.48602978111187994
RF,多步直接预测,2,"{'max_depth': 15, 'min_samples_leaf': 3, 'n_estimators': 500}",0.03126607668352852,48,0.4863533713800759
RF,多步直接预测,2,"{'max_depth': 12, 'min_samples_leaf': 1, 'n_estimators': 200}",0.05135689224056361,49,0.5196245941883214
RF,多步直接预测,2,"{'max_depth': 10, 'min_samples_leaf': 1, 'n_estimators': 200}",0.050200621635609795,50,0.5223706102979676
RF,多步直接预测,2,"{'max_depth': 12, 'min_samples_leaf': 1, 'n_estimators': 300}",0.05669113077222151,51,0.5243371079173881
RF,多步直接预测,2,"{'max_depth': 15, 'min_samples_leaf': 1, 'n_estimators': 200}",0.05363984440924047,52,0.5252793872299023
RF,多步直接预测,2,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 200}",0.05359855483914241,53,0.5258758768859516
RF,多步直接预测,2,"{'max_depth': 25, 'min_samples_leaf': 1, 'n_estimators': 200}",0.05359315860733024,54,0.52594522791164
RF,多步直接预测,2,"{'max_depth': 12, 'min_samples_leaf': 1, 'n_estimators': 400}",0.0580060536866183,55,0.5265258612311371
RF,多步直接预测,2,"{'max_depth': 20, 'min_samples_leaf': 1, 'n_estimators': 200}",0.052211040484705304,56,0.5266679964658274
RF,多步直接预测,2,"{'max_depth': 10, 'min_samples_leaf': 1, 'n_estimators': 300}",0.0564222976908189,57,0.5267250145552765
RF,多步直接预测,2,"{'max_depth': 12, 'min_samples_leaf': 1, 'n_estimators': 500}",0.05851378878248989,58,0.5278402020744296
RF,多步直接预测,2,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 300}",0.05762122547206691,59,0.5287202243360903
RF,多步直接预测,2,"{'max_depth': 25, 'min_samples_leaf': 1, 'n_estimators': 300}",0.05761563427503165,60,0.5287600778386291
RF,多步直接预测,2,"{'max_depth': 15, 'min_samples_leaf': 1, 'n_estimators': 300}",0.05843009290294211,61,0.5288586585130606
RF,多步直接预测,2,"{'max_depth': 10, 'min_samples_leaf': 1, 'n_estimators': 400}",0.05965140755405278,62,0.5293198990088043
RF,多步直接预测,2,"{'max_depth': 25, 'min_samples_leaf': 1, 'n_estimators': 500}",0.059306006948194684,63,0.5293443651329648
RF,多步直接预测,2,"{'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 500}",0.05926325983828643,64,0.5294449263581238
